?city ?year ?population .
<http://dbpedia.org/resource/Bia%C5%82ystok> "2012" "294675"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bielsko-Bia%C5%82a> "2012" "174291"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bydgoszcz> "2012" "362286"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bytom> "2012" "175377"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chorz%C3%B3w> "2012" "111314"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Czestochowa> "2012" "235156"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dabrowa%20G%C3%B3Rnicza> "2012" "125063"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Elblag> "2012" "123977"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gda%C5%84sk> "2012" "460354"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gdynia> "2012" "248574"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gliwice> "2012" "186347"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gorz%C3%B3w_Wielkopolski> "2012" "124470"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Grudziadz> "2012" "98236"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jastrzebie-Zdr%C3%B3J> "2012" "91946"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kalisz> "2012" "104867"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Katowice> "2012" "308269"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kielce> "2012" "201363"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Koszalin> "2012" "109183"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Krak%C3%B3w> "2012" "759131"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Legnica> "2012" "102708"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/L%C3%B3Dz> "2012" "722022"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lublin> "2012" "348120"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Olsztyn> "2012" "175482"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Opole> "2012" "122120"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/P%C5%82ock> "2012" "124048"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Poznan> "2012" "552393"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Radom> "2012" "220062"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruda%20Slaska> "2012" "142672"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rybnik> "2012" "140863"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rzesz%C3%B3W> "2012" "180776"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Slupsk> "2012" "95274"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sosnowiec> "2012" "214488"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Szczecin> "2012" "409211"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tarn%C3%B3W> "2012" "113188"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Torun> "2012" "204847"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tychy> "2012" "129087"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Walbrzych> "2012" "119216"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Warsaw> "2012" "1711324"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wloclawek> "2012" "115982"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wroclaw> "2012" "631377"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Zabrze> "2012" "179861"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Zielona%20G%C3%B3Ra> "2012" "119182"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bia%C5%82ystok> "2011" "291133"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bia%C5%82ystok> "2011" "294197"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bielsko-Bia%C5%82a> "2011" "172513"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bielsko-Bia%C5%82a> "2011" "174541"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bydgoszcz> "2011" "362480"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bydgoszcz> "2011" "363607"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bytom> "2011" "175363"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bytom> "2011" "176705"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chorz%C3%B3w> "2011" "110885"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chorz%C3%B3w> "2011" "111662"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Czestochowa> "2011" "234785"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Czestochowa> "2011" "236581"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dabrowa%20G%C3%B3Rnicza> "2011" "124912"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dabrowa%20G%C3%B3Rnicza> "2011" "125751"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Elblag> "2011" "122373"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Elblag> "2011" "124488"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gda%C5%84sk> "2011" "457826"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gda%C5%84sk> "2011" "460435"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gdynia> "2011" "246330"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gdynia> "2011" "249081"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gliwice> "2011" "185799"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gliwice> "2011" "187366"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gorz%C3%B3w_Wielkopolski> "2011" "122955"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gorz%C3%B3w_Wielkopolski> "2011" "124605"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Grudziadz> "2011" "98653"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jastrzebie-Zdr%C3%B3J> "2011" "92396"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kalisz> "2011" "104257"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kalisz> "2011" "105278"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Katowice> "2011" "313048"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Katowice> "2011" "310434"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kielce> "2011" "200262"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kielce> "2011" "202166"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Koszalin> "2011" "106830"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Koszalin> "2011" "109319"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Krak%C3%B3w> "2011" "748734"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Krak%C3%B3w> "2011" "758241"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Legnica> "2011" "101710"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Legnica> "2011" "103174"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/L%C3%B3Dz> "2011" "726245"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/L%C3%B3Dz> "2011" "727884"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lublin> "2011" "345823"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lublin> "2011" "349060"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Olsztyn> "2011" "172395"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Olsztyn> "2011" "175317"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Opole> "2011" "121036"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Opole> "2011" "122563"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/P%C5%82ock> "2011" "123349"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/P%C5%82ock> "2011" "124516"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Poznan> "2011" "551643"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Poznan> "2011" "554290"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Radom> "2011" "219550"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Radom> "2011" "221066"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruda%20Slaska> "2011" "141538"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruda%20Slaska> "2011" "143255"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rybnik> "2011" "139283"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rybnik> "2011" "140988"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rzesz%C3%B3W> "2011" "177148"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rzesz%C3%B3W> "2011" "179634"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Slupsk> "2011" "95831"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sosnowiec> "2011" "214818"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sosnowiec> "2011" "216061"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Szczecin> "2011" "407606"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Szczecin> "2011" "409906"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tarn%C3%B3W> "2011" "110408"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tarn%C3%B3W> "2011" "113838"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Torun> "2011" "201264"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Torun> "2011" "205041"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tychy> "2011" "127832"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tychy> "2011" "129364"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Walbrzych> "2011" "119525"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Walbrzych> "2011" "120504"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Warsaw> "2011" "1693520"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Warsaw> "2011" "1703163"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wloclawek> "2011" "115239"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wloclawek> "2011" "116685"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wroclaw> "2011" "623629"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wroclaw> "2011" "630583"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Zabrze> "2011" "178971"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Zabrze> "2011" "180860"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Zielona%20G%C3%B3Ra> "2011" "118917"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Zielona%20G%C3%B3Ra> "2011" "119119"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bia%C5%82ystok> "2010" "294989"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bielsko-Bia%C5%82a> "2010" "175183"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bydgoszcz> "2010" "356936"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bytom> "2010" "182209"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chorz%C3%B3w> "2010" "112749"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Czestochowa> "2010" "238737"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dabrowa%20G%C3%B3Rnicza> "2010" "127589"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Elblag> "2010" "126379"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gda%C5%84sk> "2010" "456874"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gdynia> "2010" "247539"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gliwice> "2010" "195841"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gorz%C3%B3w_Wielkopolski> "2010" "125408"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Grudziadz> "2010" "98987"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jastrzebie-Zdr%C3%B3J> "2010" "92668"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kalisz> "2010" "106857"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Katowice> "2010" "307699"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kielce> "2010" "204446"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Koszalin> "2010" "108057"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Krak%C3%B3w> "2010" "755546"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Legnica> "2010" "104031"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/L%C3%B3Dz> "2010" "739832"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lublin> "2010" "348961"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Olsztyn> "2010" "176522"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Opole> "2010" "125722"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/P%C5%82ock> "2010" "126255"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Poznan> "2010" "552735"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Radom> "2010" "223110"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruda%20Slaska> "2010" "143219"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rybnik> "2010" "141353"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rzesz%C3%B3W> "2010" "177862"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Slupsk> "2010" "96871"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sosnowiec> "2010" "218422"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Szczecin> "2010" "405944"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tarn%C3%B3W> "2010" "114960"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Torun> "2010" "205640"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tychy> "2010" "129438"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Walbrzych> "2010" "120724"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Warsaw> "2010" "1716855"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wloclawek> "2010" "117196"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wroclaw> "2010" "632561"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Zabrze> "2010" "187315"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Zielona%20G%C3%B3Ra> "2010" "117545"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bia%C5%82ystok> "2009" "294399"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bielsko-Bia%C5%82a> "2009" "175513"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bydgoszcz> "2009" "358029"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bytom> "2009" "183251"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chorz%C3%B3w> "2009" "113162"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Czestochowa> "2009" "240027"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dabrowa%20G%C3%B3Rnicza> "2009" "128040"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Elblag> "2009" "126432"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gda%C5%84sk> "2009" "455830"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gdynia> "2009" "248889"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gliwice> "2009" "196361"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gorz%C3%B3w_Wielkopolski> "2009" "125149"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Grudziadz> "2009" "99003"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jastrzebie-Zdr%C3%B3J> "2009" "93455"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kalisz> "2009" "106829"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Katowice> "2009" "308724"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kielce> "2009" "204891"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Koszalin> "2009" "107217"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Krak%C3%B3w> "2009" "754854"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Legnica> "2009" "104393"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/L%C3%B3Dz> "2009" "744541"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lublin> "2009" "350392"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Olsztyn> "2009" "176387"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Opole> "2009" "125992"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/P%C5%82ock> "2009" "126675"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Poznan> "2009" "556022"^^<http://www.w3.org/2001/XMLSchema#double> .
